order_id,customer_id,order_date,status,amount
O01234,C0271,2024-02-21,completed,345.0
O01235,C0271,2024-03-15,returned,2400.0
O01236,C0271,2024-05-09,returned,220.0
O01237,C0271,2024-06-02,cancelled,747.5
O01238,C0271,2024-06-30,completed,517.5
O01239,C0271,2024-07-28,completed,511.75
O01240,C0271,2024-12-20,completed,5059.6
O01241,C0272,2023-08-02,completed,687.7
O01242,C0272,2024-03-31,completed,578.0
O01243,C0273,2024-07-08,completed,103.5
O01244,C0273,2024-07-28,completed,3394.8
O01245,C0273,2024-10-18,returned,657.0
O01246,C0274,2023-01-03,completed,390.0
O01247,C0274,2023-08-26,completed,256.45
O01248,C0275,2024-08-07,returned,3906.55
O01249,C0276,2023-11-21,completed,154.0
O01250,C0276,2024-06-18,completed,747.5
O01251,C0276,2024-06-27,completed,204.7
O01252,C0277,2023-10-23,cancelled,190.0
O01253,C0277,2024-12-09,completed,1239.0
O01254,C0278,2023-06-03,cancelled,204.7
O01255,C0278,2023-06-17,cancelled,493.35
O01256,C0278,2024-01-04,cancelled,80.0
O01257,C0278,2024-01-25,returned,450.0
O01258,C0278,2024-05-31,completed,655.0
O01259,C0278,2024-08-22,completed,514.05
O01260,C0279,2023-02-24,returned,812.0
O01261,C0279,2024-07-22,completed,402.5
O01262,C0280,2023-03-04,completed,225.0
O01263,C0280,2023-12-06,completed,1302.0
O01264,C0280,2024-01-13,completed,220.0
O01265,C0280,2024-09-25,completed,575.0
O01266,C0281,2023-02-24,completed,175.0
O01267,C0281,2024-01-24,completed,547.0
O01268,C0282,2023-12-24,returned,1929.2
O01269,C0282,2024-01-08,cancelled,330.0
O01270,C0282,2024-06-19,completed,448.5
O01271,C0282,2024-10-19,completed,40.0
O01272,C0283,2023-02-02,returned,710.0
O01273,C0283,2023-04-29,cancelled,180.0
O01274,C0283,2023-07-10,completed,103.5
O01275,C0283,2024-06-13,completed,713.0
O01276,C0283,2024-10-08,cancelled,530.0
O01277,C0283,2024-11-05,cancelled,721.0
O01278,C0284,2023-08-28,completed,695.75
O01279,C0284,2024-06-03,cancelled,109.25
O01280,C0285,2023-04-03,returned,3221.0
O01281,C0285,2023-05-25,completed,290.0
O01282,C0285,2023-11-13,cancelled,5649.0
O01283,C0285,2023-12-21,completed,642.6
O01284,C0286,2023-10-17,returned,350.0
O01285,C0286,2023-12-01,completed,5453.0
O01286,C0287,2023-02-15,returned,395.0
O01287,C0287,2023-04-06,returned,240.0
O01288,C0287,2023-07-12,completed,172.5
O01289,C0287,2023-08-05,completed,487.6
O01290,C0287,2023-11-06,completed,1946.0
O01291,C0287,2023-12-14,returned,4055.8
O01292,C0287,2024-03-21,returned,2052.0
O01293,C0288,2023-01-08,cancelled,245.0
O01294,C0288,2023-03-23,returned,3944.0
O01295,C0288,2023-06-03,completed,506.0
O01296,C0288,2023-12-12,completed,5607.0
O01297,C0289,2024-02-10,completed,450.0
O01298,C0289,2024-06-28,completed,747.5
O01299,C0290,2023-02-09,returned,135.0
O01300,C0290,2023-03-22,completed,178.0
O01301,C0290,2023-04-14,completed,285.0
O01302,C0290,2023-05-31,cancelled,405.0
O01303,C0290,2023-11-06,completed,770.0
O01304,C0290,2023-12-12,completed,5439.0
O01305,C0290,2024-01-17,completed,570.0
O01306,C0290,2024-01-27,completed,595.0
O01307,C0290,2024-03-08,completed,770.0
O01308,C0290,2024-06-08,returned,195.5
O01309,C0290,2024-09-15,returned,180.0
O01310,C0290,2024-10-14,completed,430.0
O01311,C0290,2024-10-15,returned,2715.0
O01312,C0291,2024-01-20,cancelled,110.0
O01313,C0292,2023-06-12,returned,977.5
O01314,C0292,2023-07-02,completed,534.75
O01315,C0292,2023-10-24,completed,80.0
O01316,C0292,2024-08-07,returned,638.25
O01317,C0293,2023-07-13,completed,1344.35
O01318,C0293,2024-10-13,cancelled,665.0
O01319,C0294,2024-09-20,completed,120.0
O01320,C0294,2024-11-01,returned,385.0
O01321,C0295,2024-06-03,completed,316.25
O01322,C0295,2024-11-13,completed,217.0
O01323,C0296,2023-05-18,returned,225.0
O01324,C0296,2023-06-24,cancelled,3578.8
O01325,C0296,2023-07-05,completed,534.75
O01326,C0296,2023-08-25,completed,713.0
O01327,C0296,2024-01-15,completed,475.0
O01328,C0296,2024-02-17,cancelled,120.0
O01329,C0296,2024-05-22,cancelled,2747.0
O01330,C0296,2024-06-24,completed,621.0
O01331,C0296,2024-07-16,completed,515.2
O01332,C0296,2024-08-17,completed,307.05
O01333,C0296,2024-08-28,completed,724.5
O01334,C0296,2024-10-07,cancelled,935.0
O01335,C0296,2024-10-21,completed,439.0
O01336,C0296,2024-10-25,completed,2832.0
O01337,C0297,2023-01-13,completed,795.0
O01338,C0297,2023-07-27,completed,396.75
O01339,C0297,2023-08-22,completed,764.75
O01340,C0297,2024-01-01,completed,615.0
O01341,C0297,2024-01-08,completed,540.0
O01342,C0297,2024-04-15,completed,305.0
O01343,C0297,2024-05-25,completed,375.0
O01344,C0297,2024-06-20,returned,80.5
O01345,C0297,2024-08-06,completed,529.0
O01346,C0297,2024-10-15,cancelled,613.0
O01347,C0297,2024-11-11,cancelled,1594.6
O01348,C0298,2023-06-17,completed,414.0
O01349,C0298,2024-05-22,completed,260.0
O01350,C0299,2023-11-05,completed,497.0
O01351,C0300,2023-06-08,completed,333.5
O01352,C0300,2023-06-10,completed,494.5
O01353,C0300,2023-06-11,completed,253.0
O01354,C0300,2023-06-25,returned,3542.0
O01355,C0300,2023-07-16,returned,2984.25
O01356,C0300,2023-08-04,completed,414.0
O01357,C0300,2023-11-28,completed,434.0
O01358,C0300,2024-02-10,completed,240.0
O01359,C0300,2024-08-07,returned,454.25
O01360,C0300,2024-09-16,completed,455.0
O01361,C0300,2024-09-16,returned,567.0
O01362,C0300,2024-11-19,completed,294.0
O01363,C0301,2023-01-23,completed,267.0
O01364,C0301,2023-09-24,completed,519.0
O01365,C0301,2023-10-26,completed,495.0
O01366,C0301,2024-06-27,completed,453.1
O01367,C0301,2024-07-13,completed,847.55
O01368,C0301,2024-07-24,cancelled,373.75
O01369,C0301,2024-11-07,completed,112.0
O01370,C0301,2024-12-07,cancelled,434.0
O01371,C0302,2023-03-16,completed,360.0
O01372,C0302,2023-06-05,cancelled,2862.35
O01373,C0302,2023-12-05,returned,525.0
O01374,C0302,2024-10-28,cancelled,690.0
O01375,C0303,2023-01-27,completed,90.0
O01376,C0303,2023-02-10,completed,2520.0
O01377,C0303,2023-03-12,returned,255.0
O01378,C0303,2023-04-14,completed,490.0
O01379,C0303,2023-05-11,cancelled,45.0
O01380,C0303,2023-07-05,completed,465.75
O01381,C0303,2023-11-19,returned,3626.0
O01382,C0303,2023-12-02,completed,1239.0
O01383,C0303,2023-12-23,completed,2055.2
O01384,C0303,2024-06-30,completed,1033.85
O01385,C0303,2024-07-07,completed,1215.55
O01386,C0303,2024-09-08,returned,190.0
O01387,C0304,2024-01-09,completed,2535.0
O01388,C0305,2023-11-25,completed,210.0
O01389,C0305,2024-09-28,completed,710.0
O01390,C0306,2023-01-16,completed,355.0
O01391,C0306,2023-04-13,returned,1426.0
O01392,C0307,2023-05-12,cancelled,740.0
O01393,C0307,2023-11-27,completed,1321.6
O01394,C0308,2023-04-18,completed,545.0
O01395,C0308,2023-07-09,completed,379.5
O01396,C0308,2023-08-20,completed,4203.25
O01397,C0308,2023-09-13,completed,2510.0
O01398,C0308,2023-09-14,completed,315.0
O01399,C0308,2023-10-17,returned,325.0
O01400,C0308,2024-02-18,completed,770.0
O01401,C0308,2024-09-21,completed,600.0
O01402,C0308,2024-11-06,completed,287.0
O01403,C0309,2023-12-22,completed,1227.8
O01404,C0310,2023-01-18,completed,145.0
O01405,C0310,2023-02-18,completed,105.0
O01406,C0310,2023-06-05,cancelled,223.1
O01407,C0310,2023-07-23,cancelled,658.95
O01408,C0310,2023-12-29,returned,8145.2
O01409,C0310,2024-06-21,completed,253.0
O01410,C0310,2024-06-22,returned,1183.35
O01411,C0310,2024-06-27,completed,504.85
O01412,C0310,2024-06-29,cancelled,2171.2
O01413,C0310,2024-07-30,completed,138.0
O01414,C0310,2024-09-07,completed,455.0
O01415,C0311,2023-07-18,returned,3607.55
O01416,C0311,2024-03-11,completed,570.0
O01417,C0312,2024-12-12,returned,1045.8
O01418,C0313,2023-09-15,completed,300.0
O01419,C0313,2024-01-01,completed,770.0
O01420,C0313,2024-11-13,cancelled,964.6
O01421,C0314,2023-02-10,returned,165.0
O01422,C0314,2023-12-22,returned,63.0
O01423,C0314,2024-01-05,completed,755.0
O01424,C0314,2024-02-08,completed,355.0
O01425,C0314,2024-03-07,completed,495.0
O01426,C0314,2024-03-26,completed,440.0
O01427,C0314,2024-08-17,cancelled,621.0
O01428,C0314,2024-09-10,completed,890.0
O01429,C0314,2024-10-24,completed,905.0
O01430,C0314,2024-11-19,cancelled,413.0
O01431,C0314,2024-12-27,completed,147.0
O01432,C0315,2023-12-15,cancelled,4370.8
O01433,C0316,2023-09-01,completed,140.0
O01434,C0316,2024-04-11,returned,144.0
O01435,C0317,2023-07-28,completed,3381.0
O01436,C0318,2024-09-10,completed,595.0
O01437,C0319,2023-11-24,completed,77.0
O01438,C0319,2024-07-07,completed,270.25
O01439,C0320,2023-04-18,completed,210.0
O01440,C0320,2023-08-22,cancelled,891.25
O01441,C0320,2024-09-10,completed,630.0
O01442,C0321,2023-01-29,returned,200.0
O01443,C0321,2024-05-17,cancelled,394.0
O01444,C0321,2024-09-04,cancelled,493.0
O01445,C0321,2024-12-31,completed,168.0
O01446,C0322,2024-09-07,completed,3730.0
O01447,C0323,2023-07-16,returned,103.5
O01448,C0323,2023-08-28,completed,241.5
O01449,C0323,2023-10-07,returned,40.0
O01450,C0323,2023-10-13,cancelled,55.0
O01451,C0323,2023-12-23,completed,189.0
O01452,C0323,2024-02-21,completed,360.0
O01453,C0323,2024-03-25,completed,422.0
O01454,C0323,2024-04-06,cancelled,315.0
O01455,C0323,2024-05-03,cancelled,275.0
O01456,C0323,2024-05-09,returned,180.0
O01457,C0323,2024-05-30,completed,2857.0
O01458,C0323,2024-06-22,completed,621.0
O01459,C0323,2024-08-06,returned,615.25
O01460,C0323,2024-11-16,returned,210.0
O01461,C0324,2024-06-16,completed,667.0
O01462,C0325,2023-10-20,returned,4618.0
O01463,C0325,2023-12-23,completed,56.0
O01464,C0325,2024-03-29,completed,540.0
O01465,C0325,2024-07-21,cancelled,189.75
O01466,C0325,2024-08-13,completed,523.25
O01467,C0325,2024-09-04,cancelled,75.0
O01468,C0326,2023-08-15,completed,80.5
O01469,C0326,2024-12-30,completed,420.0
O01470,C0327,2023-10-25,completed,320.0
O01471,C0328,2023-02-15,completed,180.0
O01472,C0328,2024-02-16,returned,383.0
O01473,C0329,2023-09-28,returned,375.0
O01474,C0329,2023-12-27,completed,84.0
O01475,C0329,2024-04-07,completed,660.0
O01476,C0330,2023-04-22,completed,418.0
O01477,C0330,2023-09-25,completed,4664.0
O01478,C0330,2024-08-06,returned,1637.6
O01479,C0331,2024-01-27,completed,110.0
O01480,C0332,2023-12-25,returned,574.0
O01481,C0333,2023-09-30,completed,404.0
O01482,C0333,2024-12-27,cancelled,1545.6
O01483,C0334,2023-01-18,completed,899.0
O01484,C0334,2023-06-23,completed,189.75
O01485,C0334,2023-11-26,completed,4258.8
O01486,C0334,2024-09-25,returned,785.0
O01487,C0335,2023-10-02,returned,255.0
O01488,C0335,2024-08-31,completed,126.5
O01489,C0336,2023-08-04,returned,3256.8
O01490,C0336,2023-10-28,completed,285.0
O01491,C0336,2023-11-16,cancelled,980.0
O01492,C0336,2024-03-24,completed,420.0
O01493,C0336,2024-04-29,returned,363.0
O01494,C0336,2024-05-13,completed,275.0
O01495,C0336,2024-05-17,returned,70.0
O01496,C0336,2024-05-29,cancelled,200.0
O01497,C0336,2024-06-02,returned,672.75
O01498,C0336,2024-06-25,completed,707.25
O01499,C0336,2024-07-04,completed,1380.0
O01500,C0336,2024-07-12,completed,414.0
O01501,C0336,2024-10-03,completed,415.0
O01502,C0336,2024-12-29,cancelled,737.8
O01503,C0337,2023-06-26,returned,396.75
O01504,C0337,2023-07-30,completed,2067.7
O01505,C0337,2023-08-06,returned,1104.0
O01506,C0337,2023-08-11,completed,368.0
O01507,C0337,2024-04-19,completed,1893.0
O01508,C0337,2024-04-25,completed,345.0
O01509,C0337,2024-08-23,completed,2058.5
O01510,C0337,2024-09-12,cancelled,110.0
O01511,C0337,2024-09-22,completed,310.0
O01512,C0337,2024-11-19,completed,742.0
O01513,C0338,2023-01-20,completed,425.0
O01514,C0338,2023-07-24,completed,184.0
O01515,C0338,2023-11-06,returned,686.0
O01516,C0338,2024-01-25,completed,1200.0
O01517,C0338,2024-01-25,completed,375.0
O01518,C0338,2024-02-02,completed,89.0
O01519,C0338,2024-04-26,completed,627.0
O01520,C0338,2024-08-10,completed,103.5
O01521,C0339,2023-07-03,returned,517.5
O01522,C0339,2023-08-20,completed,629.05
O01523,C0339,2023-09-19,completed,387.0
O01524,C0339,2023-10-01,completed,90.0
O01525,C0339,2023-10-01,completed,343.0
O01526,C0339,2024-01-06,returned,480.0
O01527,C0339,2024-01-31,completed,660.0
O01528,C0339,2024-02-23,completed,4095.0
O01529,C0339,2024-09-15,cancelled,485.0
O01530,C0340,2023-11-04,cancelled,189.0
O01531,C0340,2023-11-17,completed,851.2
O01532,C0340,2024-01-15,returned,969.0
O01533,C0340,2024-05-06,completed,1187.0
O01534,C0340,2024-05-15,completed,135.0
O01535,C0340,2024-05-26,returned,5583.0
O01536,C0341,2023-06-13,returned,86.25
O01537,C0341,2024-03-19,completed,1993.0
O01538,C0341,2024-03-21,returned,4395.0
O01539,C0341,2024-05-26,completed,305.0
O01540,C0342,2023-01-19,completed,550.0
O01541,C0342,2023-03-06,cancelled,435.0
O01542,C0342,2023-08-03,completed,391.0
O01543,C0342,2023-08-28,cancelled,563.5
O01544,C0342,2023-09-10,completed,315.0
O01545,C0342,2023-10-15,completed,540.0
O01546,C0342,2023-11-17,returned,490.0
O01547,C0342,2023-12-01,cancelled,525.0
O01548,C0342,2024-01-14,completed,195.0
O01549,C0342,2024-03-03,completed,2640.0
O01550,C0342,2024-04-02,returned,75.0
O01551,C0342,2024-05-02,returned,2178.0
O01552,C0342,2024-07-22,cancelled,2426.5
O01553,C0342,2024-10-11,completed,285.0
O01554,C0342,2024-12-05,returned,859.6
O01555,C0343,2023-02-10,completed,325.0
O01556,C0343,2023-02-27,completed,405.0
O01557,C0343,2024-06-07,completed,333.5
O01558,C0343,2024-12-31,completed,420.0
O01559,C0344,2024-08-09,completed,51.75
O01560,C0345,2024-05-27,completed,290.0
O01561,C0346,2023-04-21,completed,210.0
O01562,C0346,2023-05-20,cancelled,565.0
O01563,C0346,2023-05-25,completed,540.0
O01564,C0346,2023-06-22,completed,1644.5
O01565,C0346,2023-07-05,completed,755.55
O01566,C0346,2023-11-04,completed,777.0
O01567,C0346,2023-11-13,cancelled,252.0
O01568,C0346,2023-12-05,completed,434.0
O01569,C0346,2024-04-05,cancelled,590.0
O01570,C0346,2024-08-29,completed,103.5
O01571,C0346,2024-10-28,completed,178.0
O01572,C0346,2024-11-29,completed,364.0
O01573,C0346,2024-11-30,completed,175.0
O01574,C0346,2024-12-07,completed,4919.6
O01575,C0347,2024-05-02,completed,2697.0
O01576,C0348,2023-05-19,cancelled,470.0
O01577,C0348,2024-01-27,returned,615.0
O01578,C0348,2024-01-30,returned,1330.0
O01579,C0348,2024-11-16,completed,1036.0
O01580,C0349,2023-04-01,completed,780.0
O01581,C0349,2023-10-21,completed,265.0
O01582,C0349,2024-01-08,returned,673.0
O01583,C0349,2024-09-04,returned,465.0
O01584,C0350,2023-09-15,completed,120.0
O01585,C0350,2023-11-13,completed,623.0
O01586,C0350,2024-01-20,completed,3042.0
O01587,C0350,2024-08-02,completed,230.0
O01588,C0350,2024-08-26,returned,550.85
O01589,C0351,2024-05-22,completed,70.0
O01590,C0352,2023-08-03,completed,1380.0
O01591,C0352,2024-07-08,completed,182.85
O01592,C0353,2024-01-02,returned,70.0
O01593,C0353,2024-11-08,completed,1428.0
O01594,C0354,2023-11-24,completed,336.0
O01595,C0354,2024-05-26,returned,165.0
O01596,C0355,2023-01-28,completed,930.0
O01597,C0355,2024-01-25,completed,740.0
O01598,C0356,2023-07-28,cancelled,126.5
O01599,C0356,2023-10-23,completed,325.0
O01600,C0356,2023-11-26,completed,532.0
O01601,C0356,2024-09-10,completed,270.0
O01602,C0357,2023-02-14,completed,295.0
O01603,C0357,2023-06-30,cancelled,195.5
O01604,C0357,2023-07-07,returned,120.75
O01605,C0357,2023-08-17,completed,63.25
O01606,C0357,2023-11-06,completed,1078.0
O01607,C0357,2024-01-21,cancelled,219.0
O01608,C0357,2024-10-31,completed,120.0
O01609,C0358,2023-09-27,completed,989.0
O01610,C0358,2024-01-18,completed,165.0
O01611,C0358,2024-05-04,completed,40.0
O01612,C0358,2024-07-24,completed,2965.85
O01613,C0359,2023-07-13,returned,914.25
O01614,C0359,2024-11-10,completed,583.8
O01615,C0360,2023-03-03,completed,2710.0
O01616,C0360,2023-08-19,cancelled,3222.3
O01617,C0360,2023-09-26,returned,200.0
O01618,C0360,2024-01-06,returned,165.0
O01619,C0360,2024-02-21,completed,2640.0
O01620,C0360,2024-03-18,completed,647.0
O01621,C0360,2024-10-02,cancelled,537.0
O01622,C0361,2024-04-25,completed,70.0
O01623,C0362,2023-03-06,completed,490.0
O01624,C0362,2023-09-15,completed,405.0
O01625,C0362,2023-10-02,completed,595.0
O01626,C0362,2024-10-06,completed,430.0
O01627,C0363,2023-07-07,returned,655.5
O01628,C0363,2023-07-30,cancelled,2654.2
O01629,C0363,2023-12-12,completed,126.0
O01630,C0363,2024-09-04,returned,405.0
O01631,C0363,2024-10-10,completed,2053.0
O01632,C0364,2023-02-12,completed,80.0
O01633,C0364,2023-03-13,completed,390.0
O01634,C0365,2023-04-03,completed,315.0
O01635,C0365,2023-05-24,completed,125.0
O01636,C0365,2023-07-16,completed,948.75
O01637,C0365,2024-01-01,completed,240.0
O01638,C0365,2024-01-09,completed,130.0
O01639,C0365,2024-03-03,completed,3600.0
O01640,C0365,2024-06-06,completed,534.75
O01641,C0365,2024-12-22,returned,4313.4
O01642,C0366,2023-12-17,completed,462.0
O01643,C0366,2024-06-20,returned,603.75
O01644,C0367,2023-08-12,completed,667.0
O01645,C0368,2024-07-30,completed,97.75
O01646,C0368,2024-12-03,returned,3703.0
O01647,C0369,2023-12-16,completed,625.8
O01648,C0369,2024-03-30,completed,110.0
O01649,C0369,2024-04-08,completed,580.0
O01650,C0369,2024-07-17,cancelled,414.0
O01651,C0369,2024-11-09,completed,1621.2
O01652,C0370,2023-02-23,cancelled,265.0
O01653,C0370,2023-04-05,completed,65.0
O01654,C0370,2023-08-26,cancelled,172.5
O01655,C0370,2024-09-27,completed,360.0
O01656,C0371,2023-01-09,cancelled,55.0
O01657,C0371,2023-01-22,completed,2155.0
O01658,C0371,2023-06-25,completed,1344.35
O01659,C0371,2023-07-11,completed,598.0
O01660,C0371,2023-09-09,returned,585.0
O01661,C0371,2023-10-06,completed,5276.0
O01662,C0371,2023-11-30,completed,2387.0
O01663,C0371,2024-06-09,completed,463.45
O01664,C0372,2023-12-09,returned,1685.6
O01665,C0372,2024-08-05,completed,621.0
O01666,C0373,2024-05-03,completed,665.0
O01667,C0373,2024-06-08,cancelled,506.0
O01668,C0373,2024-07-18,returned,454.25
O01669,C0374,2024-07-22,returned,207.0
O01670,C0374,2024-09-11,cancelled,55.0
O01671,C0375,2024-02-23,completed,375.0
O01672,C0375,2024-08-18,completed,6604.45
O01673,C0376,2024-07-03,cancelled,115.0
O01674,C0377,2024-01-18,returned,500.0
O01675,C0378,2024-01-17,returned,380.0
O01676,C0378,2024-09-23,completed,447.0
O01677,C0379,2023-03-01,completed,385.0
O01678,C0379,2023-09-26,cancelled,179.0
O01679,C0379,2023-10-16,completed,105.0
O01680,C0379,2023-11-12,completed,1148.0
O01681,C0379,2024-01-09,completed,615.0
O01682,C0379,2024-04-26,returned,150.0
O01683,C0379,2024-06-15,completed,722.2
O01684,C0379,2024-07-12,returned,792.35
O01685,C0380,2023-03-26,completed,1798.0
O01686,C0381,2023-06-13,completed,3653.55
O01687,C0382,2023-01-01,completed,855.0
O01688,C0382,2023-02-09,completed,170.0
O01689,C0382,2023-02-10,completed,110.0
O01690,C0382,2023-03-26,completed,110.0
O01691,C0382,2023-04-13,completed,515.0
O01692,C0382,2023-07-16,completed,189.75
O01693,C0382,2023-11-14,cancelled,2517.2
O01694,C0382,2023-12-05,completed,497.0
O01695,C0382,2024-08-19,completed,333.5
O01696,C0382,2024-09-21,cancelled,230.0
O01697,C0383,2023-04-15,completed,728.0
O01698,C0383,2023-05-03,returned,179.0
O01699,C0383,2023-11-27,completed,649.6
O01700,C0383,2024-04-15,cancelled,625.0
O01701,C0384,2023-01-03,completed,3357.0
O01702,C0384,2023-12-12,cancelled,791.0
O01703,C0385,2024-04-10,cancelled,470.0
O01704,C0386,2024-04-30,returned,805.0
O01705,C0387,2023-08-23,cancelled,2875.0
O01706,C0388,2023-01-17,completed,330.0
O01707,C0388,2023-03-19,completed,928.0
O01708,C0388,2023-10-08,completed,210.0
O01709,C0388,2024-03-02,completed,1545.0
O01710,C0388,2024-05-28,completed,130.0
O01711,C0388,2024-07-02,returned,253.0
O01712,C0388,2024-07-13,cancelled,172.5
O01713,C0388,2024-10-17,completed,55.0
O01714,C0389,2023-04-27,returned,2158.0
O01715,C0389,2023-07-03,completed,672.75
O01716,C0390,2024-12-22,completed,126.0
O01717,C0391,2023-07-18,completed,172.5
O01718,C0391,2024-05-05,returned,130.0
O01719,C0391,2024-07-01,completed,362.25
O01720,C0391,2024-10-08,completed,568.0
O01721,C0392,2023-06-20,completed,4473.5
O01722,C0392,2023-11-28,completed,1003.8
O01723,C0392,2024-05-20,cancelled,180.0
O01724,C0393,2023-02-03,completed,310.0
O01725,C0393,2023-05-03,completed,165.0
O01726,C0393,2023-12-15,completed,658.0
O01727,C0393,2024-10-01,completed,330.0
O01728,C0394,2023-10-19,completed,267.0
O01729,C0394,2023-12-02,cancelled,105.0
O01730,C0395,2023-05-07,cancelled,390.0
O01731,C0395,2023-07-07,completed,224.25
O01732,C0396,2023-11-01,completed,182.0
O01733,C0396,2024-07-13,completed,3400.55
O01734,C0396,2024-07-19,returned,195.5
O01735,C0396,2024-11-04,returned,504.0
O01736,C0397,2023-09-13,completed,435.0
O01737,C0398,2023-07-04,completed,4266.5
O01738,C0398,2023-10-06,cancelled,340.0
O01739,C0399,2024-07-31,completed,3354.55
O01740,C0400,2024-12-24,returned,637.0
O01741,C0401,2023-05-03,completed,170.0
O01742,C0401,2023-07-08,completed,40.25
O01743,C0401,2024-08-13,completed,408.25
O01744,C0401,2024-08-17,completed,2211.45
O01745,C0401,2024-10-18,returned,380.0
O01746,C0402,2023-02-20,completed,55.0
O01747,C0402,2023-10-08,completed,105.0
O01748,C0402,2024-03-23,completed,199.0
O01749,C0402,2024-05-15,completed,3655.0
O01750,C0402,2024-05-16,cancelled,510.0
O01751,C0403,2023-05-14,returned,630.0
O01752,C0403,2023-09-10,cancelled,490.0
O01753,C0403,2023-12-23,completed,56.0
O01754,C0404,2023-09-08,cancelled,115.0
O01755,C0404,2024-11-15,completed,322.0
O01756,C0405,2023-09-15,completed,180.0
O01757,C0405,2023-11-10,cancelled,602.0
O01758,C0405,2024-03-11,completed,570.0
O01759,C0405,2024-12-13,completed,1258.6
O01760,C0406,2023-07-29,returned,3101.55
O01761,C0406,2024-04-23,returned,90.0
O01762,C0407,2023-08-07,completed,724.5
O01763,C0407,2023-09-04,cancelled,255.0
O01764,C0407,2023-12-04,completed,616.0
O01765,C0407,2024-02-15,cancelled,4060.0
O01766,C0407,2024-06-25,completed,120.75
O01767,C0407,2024-08-06,cancelled,69.0
O01768,C0407,2024-12-25,completed,378.0
O01769,C0407,2024-12-26,completed,4013.8
O01770,C0408,2023-05-09,completed,482.0
O01771,C0409,2023-01-08,completed,120.0
O01772,C0409,2023-02-05,completed,165.0
O01773,C0409,2023-06-25,completed,427.8
O01774,C0409,2023-06-29,cancelled,793.5
O01775,C0409,2024-01-19,completed,715.0
O01776,C0409,2024-01-23,completed,315.0
O01777,C0409,2024-03-06,completed,65.0
O01778,C0409,2024-04-30,completed,155.0
O01779,C0409,2024-06-29,returned,1660.6
O01780,C0409,2024-12-01,completed,714.0
O01781,C0410,2023-06-18,completed,63.25
O01782,C0410,2023-08-01,completed,557.75
O01783,C0410,2023-12-05,returned,231.0
O01784,C0410,2023-12-07,cancelled,98.0
O01785,C0410,2024-02-18,returned,125.0
O01786,C0410,2024-02-25,completed,360.0
O01787,C0410,2024-09-02,completed,150.0
O01788,C0410,2024-09-15,cancelled,150.0
O01789,C0410,2024-09-27,returned,255.0
O01790,C0411,2023-01-27,completed,405.0
O01791,C0411,2023-06-03,cancelled,299.0
O01792,C0411,2023-12-28,returned,126.0
O01793,C0411,2024-09-11,cancelled,360.0
O01794,C0412,2023-07-14,completed,499.1
O01795,C0412,2023-08-02,cancelled,172.5
O01796,C0412,2023-08-07,completed,345.0
O01797,C0413,2023-05-17,completed,600.0
O01798,C0413,2023-05-19,cancelled,1049.0
O01799,C0413,2023-05-31,returned,3004.0
O01800,C0413,2023-11-05,completed,350.0
O01801,C0413,2024-04-25,cancelled,525.0
O01802,C0413,2024-05-27,completed,930.0
O01803,C0413,2024-07-31,completed,431.25
O01804,C0413,2024-10-23,completed,1020.0
O01805,C0414,2023-02-13,completed,165.0
O01806,C0414,2023-07-11,completed,776.25
O01807,C0414,2023-08-23,completed,379.5
O01808,C0414,2023-10-25,cancelled,362.0
O01809,C0414,2024-02-17,returned,70.0
O01810,C0414,2024-11-22,completed,383.6
O01811,C0415,2023-07-18,completed,1176.45
O01812,C0415,2024-06-22,completed,253.0
O01813,C0416,2023-05-06,cancelled,1140.0
O01814,C0416,2023-05-11,cancelled,1200.0
O01815,C0416,2023-06-18,completed,63.25
O01816,C0416,2023-06-25,cancelled,172.5
O01817,C0416,2023-08-16,completed,148.35
O01818,C0416,2023-11-08,returned,721.0
O01819,C0416,2023-11-18,returned,373.8
O01820,C0416,2024-02-25,completed,1554.0
O01821,C0416,2024-05-19,cancelled,2977.0
O01822,C0416,2024-05-21,completed,415.0
O01823,C0416,2024-08-17,completed,230.0
O01824,C0417,2023-05-25,completed,2905.0
O01825,C0417,2023-07-05,returned,575.0
O01826,C0417,2023-07-21,completed,447.35
O01827,C0417,2024-01-04,returned,3989.0
O01828,C0417,2024-02-13,completed,145.0
O01829,C0417,2024-06-19,completed,454.25
O01830,C0418,2024-06-14,completed,394.45
O01831,C0418,2024-11-01,completed,504.0
O01832,C0419,2023-09-07,completed,510.0
O01833,C0419,2024-02-06,cancelled,245.0
O01834,C0420,2023-04-15,completed,4010.0
O01835,C0421,2023-01-17,cancelled,665.0
O01836,C0421,2023-06-19,cancelled,3137.2
O01837,C0421,2023-07-06,completed,1292.6
O01838,C0421,2023-09-19,completed,185.0
O01839,C0421,2024-02-17,completed,525.0
O01840,C0421,2024-04-08,completed,1530.0
O01841,C0421,2024-08-19,completed,391.0
O01842,C0421,2024-09-04,completed,405.0
O01843,C0422,2023-12-07,completed,2035.6
O01844,C0423,2023-09-23,returned,2857.0
O01845,C0423,2024-11-08,cancelled,945.0
O01846,C0424,2023-07-14,cancelled,258.75
O01847,C0425,2023-11-15,cancelled,1848.0
O01848,C0425,2024-08-24,completed,4140.0
O01849,C0426,2023-08-05,completed,517.5
O01850,C0426,2023-08-13,returned,207.0
O01851,C0427,2023-02-25,completed,630.0
O01852,C0427,2023-03-16,completed,795.0
